master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-0649,P021,Judges spend time on repetitive procedural orders,D - Judge,Judge; Court,No template automation,7,8,7,8,Auto-draft procedural order generator,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Manual dictation",No AI drafting,LLM; Process Automation,6,8,Sakana,1
MPRB-0650,P022,Inconsistent sentencing/bail decisions,D - Judge,Judge; Citizen,No decision-support analytics,7,7,8,8,Sentencing consistency analytics dashboard,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Guidelines",No analytics support,Data Science; LLM,7,7,Sakana,1
MPRB-0651,P023,Judges cannot detect adjournment abuse,D - Judge,Judge; Court,No pattern analytics,6,8,7,8,Adjournment abuse pattern detector,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Manual review",No analytics,Data Science,6,8,Sakana,1
MPRB-0652,P024,Judges lack reliable transcription of proceedings,D - Judge,Judge; Court,Manual note-taking,7,8,7,9,Bengali speech-to-text court transcription,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Stenographers",No accurate local STT,Voice AI; NLP,7,9,Sakana,1
MPRB-0653,P025,Massive paper file backlog and loss risk,E - Court Administration,Court Administration,Paper-based records,8,9,8,8,Digitize + OCR searchable archives,"Bangladesh e-Causelist/Amar Adalat and judicial e-services; HMCTS, eCourts India and other e-court programs; local/partial example: Partial digitization",No full OCR archive,Computer Vision; OCR; Cloud,8,10,Sakana,1
MPRB-0654,P026,No real-time court performance dashboards,E - Court Administration,Court Administration; Ministry,No data pipeline,7,8,7,7,Judicial performance BI dashboard,"Bangladesh e-Causelist/Amar Adalat and judicial e-services; HMCTS, eCourts India and other e-court programs; local/partial example: Annual reports",No real-time BI,Data Science; Cloud,8,9,Sakana,1
MPRB-0655,P027,Cause list preparation is manual and error-prone,E - Court Administration,Court Administration; Court Staff,Manual scheduling,6,8,6,7,Automated cause-list generator,"Bangladesh e-Causelist/Amar Adalat and judicial e-services; HMCTS, eCourts India and other e-court programs; local/partial example: Clerk-made lists",No automation,Process Automation; Data Science; AI; Cloud; Mobile,6,9,Sakana; Meta,2
MPRB-0656,P029,Summons/notice service failures delay cases,E - Court Administration,Court Administration; Citizen,Manual physical service,7,8,7,8,Digital + geotagged e-summons,"Bangladesh e-Causelist/Amar Adalat and judicial e-services; HMCTS, eCourts India and other e-court programs; local/partial example: Process servers",No digital tracking,Mobile; GIS; E-Government,7,9,Sakana,1
MPRB-0657,P030,"Court fee payments cash-based, leakage-prone",E - Court Administration,Court Administration; Government,Cash handling,6,7,7,7,Digital court-fee payment gateway,"Bangladesh e-Causelist/Amar Adalat and judicial e-services; HMCTS, eCourts India and other e-court programs; local/partial example: Court fee stamps",No integrated e-pay,E-Government; Cybersecurity,7,9,Sakana,1
MPRB-0658,P031,Fragmented justice data across agencies,F - Government,Government; Judiciary; Police; Prisons; Immigration; Data/Stat Bureau; Ministry of Law,Siloed systems,8,8,8,9,National justice data interoperability layer,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Individual MIS",No shared standards,Interop; Cloud; E-Government; Blockchain; DataScience; API; Privacy-preserving,9,9,Sakana; ChatGPT; DeepSeek,3
MPRB-0659,P032,No unified citizen justice service portal,F - Government,Government; Citizen,Multiple disconnected portals,7,8,8,8,Single-window justice service portal,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Various portals",No single window,E-Government; Digital Identity,9,9,Sakana,1
MPRB-0660,P033,Policy made without evidence/data,F - Government,Government; Ministry; Govt,No analytics capacity,7,7,8,8,Justice policy analytics & simulation lab,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Committees",No data modeling,Data Science; LLM; AI; Cloud; Mobile,9,8,Sakana; Meta,2
MPRB-0661,P034,Digital services exclude the offline poor,F - Government,Government; Citizen,Digital-only design,8,8,8,8,Assisted/agent-based hybrid service model,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Union digital centers",No inclusive design,Mobile; Voice AI,9,9,Sakana,1
MPRB-0662,P035,Weak disaster/continuity planning for justice IT,F - Government,Government,No resilient architecture,6,5,8,7,Cloud DR + offline-first justice apps,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Local servers",No DR plan,Cloud; Cybersecurity,7,8,Sakana,1
MPRB-0663,P036,Vendor lock-in raises long-term cost,F - Government,Government,Proprietary procurement,6,6,7,7,Open-source justice platform stack,"BNDA/e-GIF standards, Digital Centres and government service integration building blocks; local/partial example: Commercial systems",No open standards,Cloud; Open Source,7,8,Sakana,1
MPRB-0664,P037,Ministry lacks real-time legal aid spending visibility,G - Ministry,Ministry,Manual financial reporting,7,7,7,7,Real-time budget & disbursement dashboard,"Justice reform portfolios, performance frameworks and international technical-assistance programs; local/partial example: Quarterly reports",No live view,Data Science; E-Government,8,9,Sakana,1
MPRB-0665,P038,Slow inter-ministry coordination on reforms,G - Ministry,Ministry,Bureaucratic silos,6,7,6,7,Shared reform-tracking workflow platform,"Justice reform portfolios, performance frameworks and international technical-assistance programs; local/partial example: Meetings",No shared tracker,Process Automation; Cloud,7,8,Sakana,1
MPRB-0666,P039,Ministry cannot forecast legal aid demand,G - Ministry,Ministry,No predictive modeling,6,6,7,8,Demand forecasting ML for legal aid,"Justice reform portfolios, performance frameworks and international technical-assistance programs; local/partial example: Historical guesswork",No forecasting,Data Science,8,8,Sakana,1
MPRB-0667,P040,Circulars/guidelines not reaching field officers,G - Ministry,Ministry; Legal Aid Officer,Paper circulation,6,7,6,6,Digital knowledge dissemination + push alerts,"Justice reform portfolios, performance frameworks and international technical-assistance programs; local/partial example: Letters",No digital push,Mobile; Cloud,6,8,Sakana,1
MPRB-0668,P041,No standardized KPIs across districts,G - Ministry,Ministry,No common metrics,6,7,7,7,Standardized KPI framework + dashboard,"Justice reform portfolios, performance frameworks and international technical-assistance programs; local/partial example: Varied reporting",No standard KPIs,Data Science,8,8,Sakana,1
MPRB-0669,P042,"District committees meet irregularly, delays approvals",H - Legal Aid Committee,Legal Aid Committee,"Volunteer-based, low priority",7,8,7,7,Digital approval workflow + reminders,District/upazila/union legal-aid committee structure and emerging digital legal-aid workflows; local/partial example: Physical meetings,No e-approval,Process Automation; Mobile,8,9,Sakana,1
MPRB-0670,P043,Committees lack visibility of pending applications,H - Legal Aid Committee,Legal Aid Committee,No dashboard,6,7,7,7,Application pipeline dashboard,District/upazila/union legal-aid committee structure and emerging digital legal-aid workflows; local/partial example: Registers,No dashboard,Data Science; Cloud,7,9,Sakana,1
MPRB-0671,P044,Inconsistent decisions across committees,H - Legal Aid Committee,Legal Aid Committee; Citizen,No decision guidance,6,7,7,8,Standardized decision-support tool,District/upazila/union legal-aid committee structure and emerging digital legal-aid workflows; local/partial example: Discretion,No consistency tool,LLM; Data Science,8,8,Sakana,1
MPRB-0672,P045,No feedback from beneficiaries to committees,H - Legal Aid Committee,Legal Aid Committee; Citizen,No feedback channel,5,6,6,7,Beneficiary feedback & satisfaction app,District/upazila/union legal-aid committee structure and emerging digital legal-aid workflows,No structured feedback,Mobile; NLP,7,8,Sakana,1
MPRB-0673,P046,NGOs duplicate services in same areas,I - NGO,NGO,No coordination map,6,7,6,8,GIS service-mapping & coordination platform,"NGO legal-aid case-management, referral, pro-bono and community-paralegal practices; local/partial example: Ad hoc",No shared map,GIS; Data Science,8,8,Sakana,1
MPRB-0674,P047,NGOs struggle to prove impact to donors,I - NGO,NGO; Donor,Weak M&E systems,6,7,6,7,Impact measurement & reporting toolkit,"NGO legal-aid case-management, referral, pro-bono and community-paralegal practices; local/partial example: Manual reports",No standardized M&E,Data Science; Cloud,8,8,Sakana,1
MPRB-0675,P048,NGO case data not shared with formal system,I - NGO,NGO; Court; System,No integration,6,6,7,8,Consent-based data bridge to justice system,"NGO legal-aid case-management, referral, pro-bono and community-paralegal practices; local/partial example: Isolated data",No secure bridge,Interop; Cybersecurity; AI; Cloud; Mobile,7,8,Sakana; Meta,2
MPRB-0676,P049,Small NGOs lack legal-tech capacity,I - NGO,NGO,Limited funds/skills,6,7,6,7,Low-cost SaaS legal-aid toolkit,"NGO legal-aid case-management, referral, pro-bono and community-paralegal practices; local/partial example: Spreadsheets",No affordable tools,Cloud; LLM,8,8,Sakana,1
MPRB-0677,P050,Women fear stigma reporting GBV in person,J - Women's Justice,Woman; Citizen,"Social stigma, no privacy",9,8,9,9,Confidential voice/chat GBV reporting app,"Legal-aid helplines, one-stop centres, GBV courts and survivor-centred reporting/service models; local/partial example: OCC, helplines",No private digital channel,Mobile; Voice AI; Cybersecurity,10,10,Sakana,1
MPRB-0678,P051,Women lack safe follow-up on cases,J - Women's Justice,Woman,No secure tracking,8,8,8,8,Encrypted case tracker with safety features,"Legal-aid helplines, one-stop centres, GBV courts and survivor-centred reporting/service models; local/partial example: Manual follow-up",No safe tracker,Mobile; Cybersecurity; Voice AI,9,9,Sakana,1
MPRB-0679,P052,Maintenance/dowry cases drag for years,J - Women's Justice,Woman; Court,Slow family courts,8,8,8,8,Fast-track family ADR + ODR platform,"Legal-aid helplines, one-stop centres, GBV courts and survivor-centred reporting/service models; local/partial example: Family courts",No ODR,ODR; Process Automation,9,9,Sakana,1
MPRB-0680,P053,Women in remote areas lack female lawyers,J - Women's Justice,Woman; Lawyer,Few female panel lawyers,7,7,7,8,Remote female-lawyer video matching,"Legal-aid helplines, one-stop centres, GBV courts and survivor-centred reporting/service models; local/partial example: Limited panels",No matching,Mobile; GIS; Voice AI,9,9,Sakana,1
MPRB-0681,P054,Silent emergencies during hearings/mediation,J - Women's Justice,Woman,No panic mechanism,8,6,9,8,Panic-button + geolocation alert,"Legal-aid helplines, one-stop centres, GBV courts and survivor-centred reporting/service models; local/partial example: Helpline 999",No integrated legal-aid panic,Mobile; GIS,9,9,Sakana,1
